GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - 12:00 a.m. to 4:59 a.m.,Estimate; Total: - 5:00 a.m. to 5:29 a.m.,Estimate; Total: - 5:30 a.m. to 5:59 a.m.,Estimate; Total: - 6:00 a.m. to 6:29 a.m.,Estimate; Total: - 6:30 a.m. to 6:59 a.m.,Estimate; Total: - 7:00 a.m. to 7:29 a.m.,Estimate; Total: - 7:30 a.m. to 7:59 a.m.,Estimate; Total: - 8:00 a.m. to 8:29 a.m.,Estimate; Total: - 8:30 a.m. to 8:59 a.m.,Estimate; Total: - 9:00 a.m. to 9:59 a.m.,Estimate; Total: - 10:00 a.m. to 10:59 a.m.,Estimate; Total: - 11:00 a.m. to 11:59 a.m.,Estimate; Total: - 12:00 p.m. to 3:59 p.m.,Estimate; Total: - 4:00 p.m. to 11:59 p.m.
8600000US48630,48630,ZCTA5 48630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US48631,48631,ZCTA5 48631,1765,63,191,36,304,270,303,133,84,116,54,32,0,111,68
8600000US48632,48632,ZCTA5 48632,1523,109,79,86,138,139,222,157,144,24,77,50,7,190,101
8600000US48633,48633,ZCTA5 48633,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
8600000US48634,48634,ZCTA5 48634,1953,103,110,174,177,222,302,185,106,93,84,35,72,131,159
8600000US48635,48635,ZCTA5 48635,498,41,29,43,40,55,48,86,48,17,20,18,3,27,23
8600000US48636,48636,ZCTA5 48636,289,15,0,23,23,33,18,107,9,0,0,17,5,17,22
8600000US48637,48637,ZCTA5 48637,1379,52,123,85,111,141,207,137,139,53,63,46,8,99,115
8600000US48638,48638,ZCTA5 48638,5484,188,247,246,209,565,607,817,907,226,236,251,86,371,528
8600000US48640,48640,ZCTA5 48640,14215,325,427,518,1011,1553,2741,2433,1423,751,728,323,152,852,978
8600000US48642,48642,ZCTA5 48642,14217,154,271,521,1137,1520,2354,2969,1717,590,509,417,112,1047,899
8600000US48647,48647,ZCTA5 48647,1324,125,70,160,107,159,124,162,79,51,101,13,19,120,34
8600000US48649,48649,ZCTA5 48649,512,60,32,40,82,36,78,60,23,4,21,2,8,36,30
8600000US48650,48650,ZCTA5 48650,2849,166,193,217,405,278,421,283,139,153,127,39,3,195,230
8600000US48651,48651,ZCTA5 48651,1456,89,46,5,127,88,177,228,206,90,132,17,20,63,168
8600000US48652,48652,ZCTA5 48652,653,37,55,60,111,108,101,60,27,23,9,7,0,21,34
8600000US48653,48653,ZCTA5 48653,3102,141,94,107,131,280,512,543,239,127,238,106,49,280,255
8600000US48654,48654,ZCTA5 48654,750,36,38,70,38,44,80,117,69,74,42,14,14,59,55
8600000US48655,48655,ZCTA5 48655,2473,186,163,166,206,289,380,317,220,85,78,13,23,203,144
8600000US48656,48656,ZCTA5 48656,1071,35,59,41,88,160,106,157,76,42,88,49,13,77,80
8600000US48657,48657,ZCTA5 48657,3515,106,208,205,459,298,625,536,193,172,165,109,41,180,218
8600000US48658,48658,ZCTA5 48658,1908,93,87,180,200,237,227,208,159,74,58,36,18,157,174
8600000US48659,48659,ZCTA5 48659,1123,106,73,66,142,94,113,141,83,44,57,18,14,119,53
8600000US48661,48661,ZCTA5 48661,4064,206,188,212,271,525,507,486,436,214,257,98,47,291,326
8600000US48662,48662,ZCTA5 48662,658,32,31,22,102,54,124,68,51,3,11,46,16,49,49
8600000US48667,48667,ZCTA5 48667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US48701,48701,ZCTA5 48701,586,26,33,53,61,37,72,74,39,5,28,18,10,94,36
8600000US48703,48703,ZCTA5 48703,954,40,46,62,75,116,138,94,100,17,90,33,3,77,63
8600000US48705,48705,ZCTA5 48705,157,4,4,10,18,19,21,15,23,2,7,12,4,18,0
8600000US48706,48706,ZCTA5 48706,16359,756,484,1170,1447,1739,2027,2848,1080,658,882,397,230,1389,1252
8600000US48708,48708,ZCTA5 48708,10611,559,333,663,859,1020,1440,1538,698,552,619,333,155,817,1025
8600000US48710,48710,ZCTA5 48710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US48720,48720,ZCTA5 48720,392,8,15,59,21,81,54,60,19,1,13,6,3,37,15
8600000US48721,48721,ZCTA5 48721,183,6,21,3,13,3,19,14,49,0,4,11,4,15,21
8600000US48722,48722,ZCTA5 48722,1238,37,73,56,147,98,183,173,105,46,70,28,12,62,148
8600000US48723,48723,ZCTA5 48723,5035,301,254,286,482,458,600,677,408,205,285,153,20,520,386
8600000US48724,48724,ZCTA5 48724,217,15,0,68,0,70,19,30,15,0,0,0,0,0,0
8600000US48725,48725,ZCTA5 48725,823,30,26,52,80,101,102,55,97,87,31,10,5,90,57
8600000US48726,48726,ZCTA5 48726,2348,150,117,158,147,270,423,347,171,74,29,32,20,198,212
8600000US48727,48727,ZCTA5 48727,460,42,14,54,62,92,72,13,9,7,9,3,2,56,25
8600000US48728,48728,ZCTA5 48728,81,8,4,4,15,9,11,18,5,0,0,4,1,2,0
8600000US48729,48729,ZCTA5 48729,648,67,39,40,60,54,70,116,48,24,12,3,14,41,60
8600000US48730,48730,ZCTA5 48730,1592,101,28,77,91,208,191,224,124,125,81,48,10,188,96
8600000US48731,48731,ZCTA5 48731,695,60,36,51,43,85,71,106,31,27,35,18,2,45,85
8600000US48732,48732,ZCTA5 48732,4540,153,258,186,344,497,818,485,352,226,110,108,71,428,504
8600000US48733,48733,ZCTA5 48733,784,40,19,65,57,49,116,145,49,30,31,18,9,107,49
8600000US48734,48734,ZCTA5 48734,3199,35,43,50,213,493,550,660,282,150,308,26,78,172,139
8600000US48735,48735,ZCTA5 48735,458,31,11,45,60,50,54,83,29,23,2,0,7,36,27
8600000US48737,48737,ZCTA5 48737,266,3,7,6,26,40,19,47,13,22,16,17,4,28,18
8600000US48738,48738,ZCTA5 48738,347,3,7,60,29,19,43,19,27,10,45,23,18,35,9
8600000US48739,48739,ZCTA5 48739,1115,40,104,44,65,118,69,102,121,112,123,45,22,82,68
8600000US48740,48740,ZCTA5 48740,678,37,38,41,54,49,50,114,48,43,65,32,9,38,60
8600000US48741,48741,ZCTA5 48741,777,81,75,66,75,52,125,71,52,18,20,14,3,55,70
8600000US48742,48742,ZCTA5 48742,581,28,10,47,56,31,65,49,64,71,42,19,5,56,38
8600000US48743,48743,ZCTA5 48743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US48744,48744,ZCTA5 48744,1650,125,117,62,221,168,160,178,123,76,60,56,10,163,131
8600000US48745,48745,ZCTA5 48745,462,30,31,92,61,36,62,55,3,15,20,2,7,32,16
8600000US48746,48746,ZCTA5 48746,3432,221,172,166,405,279,465,562,86,218,237,24,41,284,272
8600000US48747,48747,ZCTA5 48747,741,41,21,25,97,88,105,83,89,46,30,8,0,68,40
8600000US48748,48748,ZCTA5 48748,556,38,34,23,32,40,72,98,67,50,10,8,3,60,21
8600000US48749,48749,ZCTA5 48749,361,32,7,26,41,45,39,72,18,12,8,15,8,11,27
8600000US48750,48750,ZCTA5 48750,2668,91,85,215,250,341,299,270,176,83,185,141,32,267,233
8600000US48754,48754,ZCTA5 48754,403,29,20,26,29,60,76,42,27,5,18,3,2,31,35
8600000US48755,48755,ZCTA5 48755,1182,34,32,62,119,175,212,166,73,56,19,15,7,123,89
8600000US48756,48756,ZCTA5 48756,1383,145,63,123,99,108,236,132,75,53,53,47,17,108,124
8600000US48757,48757,ZCTA5 48757,1719,73,112,91,191,130,244,285,149,69,67,76,24,120,88
8600000US48759,48759,ZCTA5 48759,1545,31,56,80,159,225,288,145,134,36,46,34,19,186,106
8600000US48760,48760,ZCTA5 48760,498,39,106,59,58,22,61,3,30,8,10,3,9,63,27
8600000US48761,48761,ZCTA5 48761,226,7,6,0,35,9,27,35,8,9,49,2,0,23,16
8600000US48762,48762,ZCTA5 48762,337,21,22,14,52,28,47,54,22,25,3,3,0,32,14
8600000US48763,48763,ZCTA5 48763,1892,73,47,94,141,199,304,240,257,119,84,60,15,121,138
8600000US48765,48765,ZCTA5 48765,274,12,14,12,33,24,56,43,8,4,14,4,7,17,26
8600000US48766,48766,ZCTA5 48766,487,42,19,33,33,31,90,47,37,17,23,27,0,54,34
8600000US48767,48767,ZCTA5 48767,772,19,38,42,82,100,108,97,65,23,45,13,7,77,56
8600000US48768,48768,ZCTA5 48768,3849,155,164,280,374,385,435,523,315,109,142,93,48,406,420
8600000US48770,48770,ZCTA5 48770,662,58,40,26,69,45,107,107,37,36,36,11,5,45,40
8600000US48801,48801,ZCTA5 48801,4685,93,118,241,350,261,711,644,590,153,205,132,110,584,493
8600000US48806,48806,ZCTA5 48806,572,35,25,58,64,51,89,76,63,14,14,16,5,27,35
8600000US48807,48807,ZCTA5 48807,274,28,28,9,23,16,32,33,51,4,11,6,0,14,19
8600000US48808,48808,ZCTA5 48808,2571,112,56,120,131,281,298,504,322,240,173,68,9,124,133
8600000US48809,48809,ZCTA5 48809,4671,341,237,343,685,541,474,420,331,101,184,144,41,442,387
8600000US48811,48811,ZCTA5 48811,1158,33,89,57,147,75,182,141,109,81,41,20,9,83,91
8600000US48813,48813,ZCTA5 48813,9232,502,451,650,810,1043,1396,1292,659,473,447,206,94,612,597
8600000US48815,48815,ZCTA5 48815,1024,66,36,72,167,129,86,111,80,15,25,24,9,110,94
8600000US48816,48816,ZCTA5 48816,51,0,6,0,5,17,0,6,0,0,0,0,0,11,6
8600000US48817,48817,ZCTA5 48817,2368,86,125,232,116,260,331,178,287,193,169,9,30,163,189
8600000US48818,48818,ZCTA5 48818,819,92,10,79,93,69,75,81,97,10,38,6,0,91,78
8600000US48819,48819,ZCTA5 48819,1206,54,51,77,177,89,240,165,99,47,26,28,17,48,88
8600000US48820,48820,ZCTA5 48820,8398,97,215,357,386,927,1504,1333,1166,614,537,260,109,466,427
8600000US48821,48821,ZCTA5 48821,2591,44,32,166,145,273,501,506,158,132,136,107,3,231,157
8600000US48822,48822,ZCTA5 48822,1469,32,21,106,130,182,299,218,133,61,81,4,9,72,121
8600000US48823,48823,ZCTA5 48823,23293,595,178,733,755,1335,2228,3529,2773,2064,2324,1300,623,2154,2702
8600000US48825,48825,ZCTA5 48825,3436,106,7,12,49,152,110,89,104,154,204,240,186,987,1036
8600000US48827,48827,ZCTA5 48827,7243,188,508,402,817,770,1317,690,474,389,382,98,81,521,606
8600000US48829,48829,ZCTA5 48829,1191,58,82,77,142,144,120,82,132,52,26,19,18,109,130
8600000US48831,48831,ZCTA5 48831,1385,138,135,85,128,145,156,102,102,74,19,15,18,122,146
8600000US48832,48832,ZCTA5 48832,639,39,10,37,18,28,92,90,86,50,85,16,9,36,43
8600000US48834,48834,ZCTA5 48834,753,25,71,52,88,39,118,72,34,0,43,8,16,81,106
8600000US48835,48835,ZCTA5 48835,1340,85,60,52,168,176,269,154,32,55,24,10,14,72,169
8600000US48836,48836,ZCTA5 48836,6872,619,498,597,708,800,908,664,577,282,285,102,51,398,383
8600000US48837,48837,ZCTA5 48837,9536,272,228,430,534,926,1641,1627,830,639,569,132,127,648,933
8600000US48838,48838,ZCTA5 48838,7437,501,419,488,858,490,792,853,449,484,321,146,112,755,769
8600000US48840,48840,ZCTA5 48840,6151,120,233,114,229,660,880,883,787,565,456,237,129,400,458
8600000US48841,48841,ZCTA5 48841,325,25,28,13,22,33,94,27,15,3,5,2,4,18,36
8600000US48842,48842,ZCTA5 48842,9914,463,215,451,425,1061,1285,1733,1206,671,353,367,76,774,834
8600000US48843,48843,ZCTA5 48843,21342,1005,931,1376,2348,2390,2744,2405,2140,1217,1070,608,281,1366,1461
8600000US48845,48845,ZCTA5 48845,350,31,23,46,52,21,40,31,10,11,9,4,4,40,28
8600000US48846,48846,ZCTA5 48846,7005,329,275,511,379,646,904,626,521,329,228,98,76,1009,1074
8600000US48847,48847,ZCTA5 48847,2247,67,102,93,194,246,346,324,309,6,238,24,8,156,134
8600000US48848,48848,ZCTA5 48848,3408,150,220,170,284,467,660,458,235,129,115,66,21,229,204
8600000US48849,48849,ZCTA5 48849,2740,190,130,262,253,238,479,240,118,105,97,44,62,247,275
8600000US48850,48850,ZCTA5 48850,1731,192,89,95,97,234,192,218,154,49,42,31,38,165,135
8600000US48851,48851,ZCTA5 48851,974,103,51,80,154,116,96,138,51,29,14,12,5,49,76
8600000US48852,48852,ZCTA5 48852,49,0,3,5,6,7,19,3,1,0,0,1,0,4,0
8600000US48853,48853,ZCTA5 48853,314,52,24,19,35,36,28,16,24,24,2,4,5,25,20
8600000US48854,48854,ZCTA5 48854,8911,346,205,414,681,931,1586,1500,809,583,413,260,238,461,484
8600000US48855,48855,ZCTA5 48855,7113,350,435,439,760,738,1057,733,644,259,513,101,78,557,449
8600000US48856,48856,ZCTA5 48856,368,21,8,3,64,27,44,77,59,0,9,2,0,31,23
8600000US48857,48857,ZCTA5 48857,1210,126,57,58,132,123,218,187,53,38,39,8,6,97,68
8600000US48858,48858,ZCTA5 48858,22273,903,360,661,970,1594,2316,3746,2260,1257,1486,674,668,2516,2862
8600000US48860,48860,ZCTA5 48860,671,41,45,19,125,29,134,40,87,10,4,13,2,53,69
8600000US48861,48861,ZCTA5 48861,686,72,30,48,64,94,93,55,59,51,27,2,3,58,30
8600000US48864,48864,ZCTA5 48864,10254,79,54,187,402,653,1313,1952,1893,1065,962,282,87,628,697
8600000US48865,48865,ZCTA5 48865,777,42,21,38,140,49,61,58,38,29,27,23,4,127,120
8600000US48866,48866,ZCTA5 48866,2216,106,161,90,266,189,275,307,139,112,149,78,17,156,171
8600000US48867,48867,ZCTA5 48867,11283,662,552,730,812,1186,1405,1223,830,639,371,241,170,1358,1104
8600000US48870,48870,ZCTA5 48870,73,11,7,0,6,11,10,0,0,0,0,0,0,7,21
8600000US48871,48871,ZCTA5 48871,804,109,35,47,45,93,116,96,74,14,22,17,10,65,61
8600000US48872,48872,ZCTA5 48872,2892,206,191,167,320,217,539,332,229,38,65,24,27,323,214
8600000US48873,48873,ZCTA5 48873,702,68,20,39,167,95,69,55,22,7,19,4,0,44,93
8600000US48874,48874,ZCTA5 48874,39,0,2,2,0,1,3,14,0,11,0,0,0,6,0
8600000US48875,48875,ZCTA5 48875,4839,359,218,194,507,688,890,700,313,101,83,54,15,396,321
8600000US48876,48876,ZCTA5 48876,1866,74,46,138,141,193,310,271,142,123,63,37,0,190,138
8600000US48877,48877,ZCTA5 48877,895,72,52,72,136,117,114,62,81,3,6,18,21,48,93
8600000US48878,48878,ZCTA5 48878,638,11,8,41,53,57,180,109,54,5,27,13,11,38,31
8600000US48879,48879,ZCTA5 48879,7729,346,366,431,784,794,1266,1068,693,279,178,196,138,705,485
8600000US48880,48880,ZCTA5 48880,2443,135,102,203,149,195,313,227,235,46,207,128,53,147,303
8600000US48881,48881,ZCTA5 48881,2653,184,96,150,380,217,360,192,201,78,104,38,42,247,364
8600000US48883,48883,ZCTA5 48883,3104,135,147,210,198,326,605,504,247,145,73,31,38,190,255
8600000US48884,48884,ZCTA5 48884,1797,131,128,93,254,204,200,144,83,71,49,32,25,191,192
8600000US48885,48885,ZCTA5 48885,337,7,5,22,55,84,46,39,5,14,29,4,0,13,14
8600000US48886,48886,ZCTA5 48886,702,66,74,50,107,90,61,60,49,17,29,8,0,43,48
8600000US48888,48888,ZCTA5 48888,2413,214,153,184,236,260,321,265,119,109,75,36,22,189,230
8600000US48889,48889,ZCTA5 48889,455,28,30,40,63,46,66,66,27,3,14,18,3,9,42
8600000US48890,48890,ZCTA5 48890,841,73,40,54,53,146,120,101,86,15,19,17,5,46,66
8600000US48891,48891,ZCTA5 48891,1212,115,93,88,113,124,100,150,61,36,40,24,23,102,143
8600000US48892,48892,ZCTA5 48892,2061,153,135,173,161,202,252,270,171,50,90,84,61,161,98
8600000US48893,48893,ZCTA5 48893,2185,215,80,105,248,137,368,387,145,58,90,22,16,122,192
8600000US48894,48894,ZCTA5 48894,706,46,69,25,73,135,140,86,34,21,5,0,12,29,31
8600000US48895,48895,ZCTA5 48895,5505,105,177,239,333,560,898,1044,790,358,394,133,25,144,305
8600000US48896,48896,ZCTA5 48896,60,3,0,7,9,3,0,0,0,0,3,0,7,25,3
8600000US48897,48897,ZCTA5 48897,702,29,50,17,49,53,134,71,89,28,60,11,10,25,76
8600000US48906,48906,ZCTA5 48906,11172,342,332,548,584,1034,1317,1875,1146,503,612,288,238,1223,1130
8600000US48910,48910,ZCTA5 48910,16889,819,433,629,843,1456,1824,3063,1839,1005,1250,668,261,1517,1282
8600000US48911,48911,ZCTA5 48911,16936,597,328,857,1169,1667,2052,2429,1223,871,863,542,203,2302,1833
8600000US48912,48912,ZCTA5 48912,8476,217,251,350,206,516,1020,1063,935,842,899,383,133,650,1011
8600000US48915,48915,ZCTA5 48915,4400,312,163,241,137,245,387,419,639,287,280,86,101,580,523
8600000US48917,48917,ZCTA5 48917,16232,569,403,508,1060,1339,2720,2384,1705,1154,833,582,260,1411,1304
8600000US48921,48921,ZCTA5 48921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US48933,48933,ZCTA5 48933,1353,52,0,32,11,83,193,188,373,21,133,64,6,83,114
8600000US49001,49001,ZCTA5 49001,10031,363,147,365,711,1039,1213,1573,958,540,685,339,270,757,1071
8600000US49002,49002,ZCTA5 49002,9593,597,164,306,714,1066,1260,1517,982,484,455,117,104,881,946
8600000US49004,49004,ZCTA5 49004,7236,470,181,511,601,750,998,996,812,220,271,206,117,440,663
8600000US49006,49006,ZCTA5 49006,14069,288,30,301,722,840,1006,2142,1181,690,1099,784,338,2530,2118
8600000US49007,49007,ZCTA5 49007,4382,62,155,86,287,376,246,617,395,169,541,188,106,495,659
8600000US49008,49008,ZCTA5 49008,8213,167,161,401,274,438,978,1177,1068,767,599,410,202,752,819
8600000US49009,49009,ZCTA5 49009,20370,468,297,520,1255,2380,3344,3497,2174,1404,984,596,354,1439,1658
8600000US49010,49010,ZCTA5 49010,7725,369,517,784,757,801,866,643,356,355,285,134,78,788,992
8600000US49011,49011,ZCTA5 49011,914,78,97,92,113,67,123,70,22,30,21,10,9,103,79
8600000US49012,49012,ZCTA5 49012,1664,105,107,54,192,128,193,298,132,60,85,47,3,140,120
8600000US49013,49013,ZCTA5 49013,2248,111,91,183,207,363,283,239,166,109,126,12,7,161,190
8600000US49014,49014,ZCTA5 49014,8498,323,339,671,898,626,969,898,910,374,573,194,87,1044,592
8600000US49015,49015,ZCTA5 49015,11943,686,539,627,663,1061,1512,1850,1157,577,738,178,141,1308,906
8600000US49017,49017,ZCTA5 49017,9148,511,183,372,730,1085,1065,906,853,377,493,311,216,953,1093
8600000US49021,49021,ZCTA5 49021,2546,269,111,135,252,247,447,346,149,85,55,59,25,150,216
8600000US49022,49022,ZCTA5 49022,11587,510,328,657,721,1012,1182,1767,975,574,729,322,239,1403,1168
8600000US49024,49024,ZCTA5 49024,14075,422,196,502,849,1105,2405,2546,1439,822,1063,344,256,1087,1039
8600000US49026,49026,ZCTA5 49026,1037,59,21,55,145,119,160,102,111,151,34,15,1,28,36
8600000US49027,49027,ZCTA5 49027,34,2,3,0,11,0,2,1,10,0,1,0,0,0,4
8600000US49028,49028,ZCTA5 49028,2947,290,247,199,274,262,328,306,158,58,61,58,13,353,340
8600000US49029,49029,ZCTA5 49029,623,40,35,31,74,66,103,46,31,18,48,19,7,47,58
8600000US49030,49030,ZCTA5 49030,983,114,60,73,88,118,108,130,57,33,19,24,4,71,84
8600000US49031,49031,ZCTA5 49031,2766,318,245,181,194,233,298,312,231,55,132,15,44,294,214
8600000US49032,49032,ZCTA5 49032,1357,138,106,123,113,120,148,144,95,39,32,41,0,162,96
8600000US49033,49033,ZCTA5 49033,827,60,57,58,54,48,101,40,133,15,128,0,10,97,26
8600000US49034,49034,ZCTA5 49034,1129,52,14,90,177,87,169,180,107,43,42,7,7,80,74
8600000US49036,49036,ZCTA5 49036,9427,517,559,676,636,883,1005,1272,684,395,357,305,112,981,1045
8600000US49037,49037,ZCTA5 49037,7915,678,389,785,692,498,770,712,800,186,345,272,217,752,819
8600000US49038,49038,ZCTA5 49038,4224,305,156,311,367,414,659,502,296,96,150,155,54,392,367
8600000US49040,49040,ZCTA5 49040,1288,168,64,87,133,120,107,124,72,45,42,37,8,205,76
8600000US49042,49042,ZCTA5 49042,2069,277,145,148,109,306,193,329,143,22,67,69,18,120,123
8600000US49043,49043,ZCTA5 49043,666,74,17,11,22,84,67,116,34,10,26,3,11,84,107
8600000US49045,49045,ZCTA5 49045,2020,97,142,131,166,235,220,277,224,43,66,45,6,199,169
8600000US49046,49046,ZCTA5 49046,3290,204,235,217,621,348,637,300,137,31,60,32,9,322,137
8600000US49047,49047,ZCTA5 49047,5663,233,201,558,538,678,557,747,590,178,295,96,73,474,445
8600000US49048,49048,ZCTA5 49048,11498,347,401,526,675,860,1407,1715,822,463,739,328,281,1609,1325
8600000US49050,49050,ZCTA5 49050,514,9,19,26,80,65,114,63,11,57,0,20,25,17,8
8600000US49051,49051,ZCTA5 49051,1032,26,21,21,172,125,191,62,96,129,29,6,17,88,49
8600000US49052,49052,ZCTA5 49052,420,49,13,37,36,32,37,29,40,4,8,2,9,45,79
8600000US49053,49053,ZCTA5 49053,3103,136,128,246,225,340,399,597,322,76,144,65,21,197,207
8600000US49055,49055,ZCTA5 49055,2645,116,125,106,313,210,427,378,274,131,113,74,45,146,187
8600000US49056,49056,ZCTA5 49056,1184,111,32,60,91,83,256,116,102,30,7,30,16,64,186
8600000US49057,49057,ZCTA5 49057,2509,141,122,112,301,310,348,324,202,135,66,62,20,226,140
8600000US49058,49058,ZCTA5 49058,8107,403,342,528,920,1112,937,1064,443,218,551,105,75,643,766
8600000US49060,49060,ZCTA5 49060,706,12,39,20,71,104,96,115,75,17,49,0,25,58,25
8600000US49061,49061,ZCTA5 49061,659,130,79,33,112,78,45,38,31,21,23,14,0,16,39
8600000US49064,49064,ZCTA5 49064,1647,55,86,99,247,145,265,234,119,82,37,35,9,127,107
8600000US49065,49065,ZCTA5 49065,3007,92,106,181,288,355,384,501,321,75,133,45,40,302,184
8600000US49066,49066,ZCTA5 49066,273,36,16,15,29,60,38,20,5,7,0,0,0,27,20
8600000US49067,49067,ZCTA5 49067,1978,137,130,100,138,279,271,186,134,66,67,21,31,265,153
8600000US49068,49068,ZCTA5 49068,6350,297,297,339,364,639,1013,1044,505,221,364,120,74,647,426
8600000US49070,49070,ZCTA5 49070,1240,61,55,79,189,162,177,118,92,31,49,5,0,77,145
8600000US49071,49071,ZCTA5 49071,4353,134,108,189,354,547,971,561,384,149,246,91,48,228,343
8600000US49072,49072,ZCTA5 49072,1446,79,73,153,104,135,232,234,74,15,59,50,4,115,119
8600000US49073,49073,ZCTA5 49073,2087,160,77,57,195,128,360,169,194,33,91,66,87,186,284
8600000US49074,49074,ZCTA5 49074,13,0,0,0,0,0,2,0,0,8,0,0,0,3,0
8600000US49075,49075,ZCTA5 49075,29,3,0,11,4,0,0,0,0,0,0,0,0,0,11
8600000US49076,49076,ZCTA5 49076,1779,117,82,89,190,151,294,205,88,64,35,29,3,188,244
8600000US49078,49078,ZCTA5 49078,3995,224,163,315,552,290,690,364,305,305,88,94,6,293,306
8600000US49079,49079,ZCTA5 49079,5968,228,263,299,780,724,678,714,487,254,79,229,82,419,732
8600000US49080,49080,ZCTA5 49080,7056,310,284,382,578,778,1195,750,532,415,326,102,242,564,598
8600000US49082,49082,ZCTA5 49082,2568,189,99,191,240,296,387,426,125,103,39,39,8,189,237
8600000US49083,49083,ZCTA5 49083,3872,177,127,187,180,383,521,734,429,123,93,143,58,430,287
8600000US49084,49084,ZCTA5 49084,15,0,0,0,0,7,0,8,0,0,0,0,0,0,0
8600000US49085,49085,ZCTA5 49085,11305,242,185,433,546,1074,1502,2677,1335,626,746,312,122,663,842
8600000US49087,49087,ZCTA5 49087,3200,99,101,92,233,329,487,658,306,67,169,33,22,280,324
8600000US49088,49088,ZCTA5 49088,1947,13,82,152,225,337,291,233,116,137,129,16,0,193,23
8600000US49089,49089,ZCTA5 49089,595,76,48,67,78,55,83,52,16,1,10,6,10,38,55
8600000US49090,49090,ZCTA5 49090,5519,257,142,267,541,534,777,639,602,209,352,240,126,443,390
8600000US49091,49091,ZCTA5 49091,8416,1255,626,855,554,824,736,754,449,232,442,187,75,860,567
8600000US49092,49092,ZCTA5 49092,723,43,59,64,59,82,78,88,46,7,26,17,11,53,90
8600000US49093,49093,ZCTA5 49093,7939,786,415,575,785,781,999,698,408,256,346,244,58,781,807
8600000US49094,49094,ZCTA5 49094,1618,95,83,136,200,92,239,241,73,32,37,42,21,160,167
8600000US49095,49095,ZCTA5 49095,897,84,58,69,58,66,75,146,102,16,39,2,0,48,134
8600000US49096,49096,ZCTA5 49096,1383,110,101,100,128,174,186,105,57,37,29,29,19,173,135
8600000US49097,49097,ZCTA5 49097,4909,238,156,217,551,468,941,591,383,329,230,78,52,362,313
8600000US49098,49098,ZCTA5 49098,2564,217,90,100,198,377,397,368,246,30,161,6,19,148,207
8600000US49099,49099,ZCTA5 49099,2316,399,178,254,308,140,212,112,92,75,119,48,23,183,173
8600000US49101,49101,ZCTA5 49101,1460,54,36,167,150,147,163,239,139,73,84,66,0,76,66
8600000US49102,49102,ZCTA5 49102,782,0,10,43,76,90,134,101,174,10,35,19,11,43,36
8600000US49103,49103,ZCTA5 49103,4678,105,68,149,211,251,635,721,470,215,424,179,115,594,541
8600000US49104,49104,ZCTA5 49104,376,0,0,14,4,0,0,31,6,18,26,6,12,116,143
8600000US49106,49106,ZCTA5 49106,2096,151,59,186,93,197,316,282,145,113,176,118,8,77,175
8600000US49107,49107,ZCTA5 49107,4363,161,126,356,466,443,762,574,294,256,170,128,30,285,312
8600000US49111,49111,ZCTA5 49111,1438,72,36,101,116,128,299,246,143,31,81,10,2,92,81
8600000US49112,49112,ZCTA5 49112,4835,500,461,358,413,305,828,576,281,152,187,48,83,307,336
8600000US49113,49113,ZCTA5 49113,758,62,26,35,63,86,101,99,62,37,16,13,0,75,83
8600000US49115,49115,ZCTA5 49115,93,0,0,0,22,0,27,20,0,0,9,15,0,0,0
8600000US49116,49116,ZCTA5 49116,53,0,0,0,0,0,0,8,0,9,23,13,0,0,0
8600000US49117,49117,ZCTA5 49117,1610,60,16,36,130,137,171,283,182,89,198,61,72,86,89
8600000US49119,49119,ZCTA5 49119,63,17,0,0,5,4,16,5,7,4,0,5,0,0,0
8600000US49120,49120,ZCTA5 49120,15153,941,674,1069,1214,1796,1943,1570,1413,876,803,204,143,1252,1255
8600000US49125,49125,ZCTA5 49125,959,32,39,29,127,108,121,69,56,46,74,27,5,130,96
8600000US49126,49126,ZCTA5 49126,556,12,23,29,41,52,72,157,56,13,33,10,8,19,31
8600000US49127,49127,ZCTA5 49127,4885,113,228,221,390,566,577,833,512,239,191,106,154,288,467
8600000US49128,49128,ZCTA5 49128,1639,107,39,99,147,131,236,190,129,145,81,54,54,127,100
8600000US49129,49129,ZCTA5 49129,167,5,5,0,27,8,6,17,20,18,14,34,5,0,8
8600000US49130,49130,ZCTA5 49130,799,65,124,45,56,100,115,79,91,52,23,5,8,25,11
8600000US49201,49201,ZCTA5 49201,16767,1051,549,976,1720,1764,2220,2372,1445,686,967,213,204,1295,1305
8600000US49202,49202,ZCTA5 49202,7743,465,269,333,378,712,884,662,520,407,461,207,187,1387,871
8600000US49203,49203,ZCTA5 49203,15313,562,437,949,1080,1350,2242,2093,1292,540,765,431,189,1761,1622
